income,credit_score,loan_amount,employment_length_years,loan_status
55976.16,659,20000,31,0
20957.16,664,15000,3,1
81900.93,505,10000,18,0
73285.59,619,10000,6,1
39362.86,626,25000,34,1
38091.97,567,10000,25,1
50636.84,652,10000,22,0
21654.71,607,25000,33,1
36975.8,658,5000,6,0
9982.31,662,20000,10,1
61443.5,554,10000,7,0
14229.95,610,25000,12,1
89505.19,658,15000,31,0
29790.0,768,15000,33,1
31984.28,676,10000,17,1
24918.35,584,20000,14,1
30551.73,690,25000,23,1
85060.56,821,25000,20,0
8162.57,742,25000,17,1
78133.89,705,25000,13,0
44480.85,723,25000,18,0
17602.34,794,20000,12,1
19049.81,758,25000,15,1
99293.54,707,20000,1,1
20592.78,757,20000,33,1
18178.41,542,20000,25,1
71853.8,500,15000,21,0
44494.98,666,5000,19,0
20686.67,657,10000,28,1
41356.09,596,15000,17,0
19624.78,733,5000,28,0
70297.59,464,15000,26,0
68653.17,597,20000,34,0
49971.28,602,20000,28,0
45116.2,486,25000,5,1
104476.02,799,20000,36,0
36308.67,514,15000,24,1
17869.94,591,10000,20,1
47557.0,741,20000,30,1
126960.11,715,5000,39,0
19754.65,539,15000,15,1
29235.01,718,5000,13,1
46623.86,679,25000,5,1
35159.74,850,25000,10,1
20143.12,690,10000,26,1
71190.5,636,15000,37,0
146096.76,564,10000,4,0
40850.69,576,5000,14,0
21111.2,567,10000,37,1
14337.36,787,5000,15,1
42394.99,652,10000,17,0
70426.61,707,25000,32,0
48295.84,801,15000,34,1
36263.16,414,10000,23,1
25500.08,778,5000,34,0
18858.18,656,15000,6,1
59925.1,694,25000,13,1
62834.71,567,25000,29,1
14365.17,574,20000,23,1
94268.6,699,15000,14,0
51248.56,850,10000,12,0
84099.57,750,25000,18,0
16231.73,777,10000,28,1
16002.58,631,10000,21,1
33210.4,590,5000,1,1
49102.77,572,10000,38,0
106704.27,601,20000,12,0
55472.76,445,15000,35,0
31394.6,578,15000,37,1
19617.52,594,5000,17,0
75962.9,632,20000,14,0
20356.93,663,20000,34,1
96479.05,686,15000,16,1
30618.79,649,20000,12,1
94310.64,592,25000,21,1
54576.51,454,10000,39,0
33449.85,592,10000,20,0
26591.91,553,15000,25,1
29597.8,697,15000,3,1
46957.11,741,20000,6,1
38036.21,744,5000,9,1
25430.72,726,15000,14,1
32880.04,637,15000,25,0
38068.64,598,15000,15,1
10124.97,575,20000,39,1
47805.73,499,25000,33,1
20174.35,749,15000,16,1
18178.6,633,25000,37,1
13195.0,525,20000,15,1
12377.86,567,5000,33,0
16102.53,563,10000,28,0
23732.19,654,10000,17,1
117237.31,757,10000,10,0
26488.67,615,10000,11,1
40402.63,425,20000,36,1
46179.39,631,10000,1,0
39286.61,634,20000,17,0
34666.67,628,5000,37,0
17726.64,587,15000,32,1
86730.12,672,15000,8,0
107400.27,657,15000,14,0
13232.15,648,20000,27,1
19645.09,691,20000,7,1
30702.94,607,20000,35,0
20358.98,601,5000,38,1
49196.58,788,25000,7,1
23459.64,706,20000,18,1
133123.65,733,20000,3,1
74185.88,773,15000,26,0
41255.69,703,10000,12,1
67251.31,743,10000,37,0
70512.15,492,5000,20,0
25890.5,670,10000,25,0
22253.84,632,25000,22,1
38058.73,818,15000,29,0
60899.59,743,5000,30,1
39475.53,587,10000,30,0
14098.2,687,10000,15,1
22433.38,667,15000,6,0
34738.93,695,5000,16,0
34703.67,548,15000,23,1
118601.61,686,5000,19,0
15810.15,627,10000,38,1
49185.47,678,15000,26,0
88740.16,578,15000,1,0
141898.86,591,25000,0,1
28491.51,767,15000,33,1
48769.37,545,5000,26,0
51116.17,552,25000,36,0
40834.76,645,15000,5,1
34224.36,573,15000,37,0
47173.39,561,25000,26,0
7947.82,661,10000,15,1
54679.37,499,15000,34,0
39171.58,549,20000,26,1
31777.54,850,10000,34,0
124009.98,696,15000,35,0
24222.56,575,10000,37,1
28514.11,692,5000,27,0
119962.2,707,10000,2,0
22043.28,749,25000,30,1
26106.27,637,15000,2,0
33249.16,748,10000,37,1
60140.62,446,20000,23,1
41137.75,544,5000,25,1
16721.07,666,5000,27,1
26388.9,683,10000,8,0
25224.91,559,25000,36,1
34671.29,676,5000,26,0
46887.49,588,10000,2,1
46673.11,622,10000,27,1
12511.37,752,5000,31,1
68759.12,741,10000,34,1
42257.68,550,10000,6,0
83342.94,544,20000,6,1
47406.71,609,10000,20,1
70318.75,647,10000,31,0
48046.63,584,25000,37,1
81449.25,754,5000,19,0
49679.64,685,25000,7,1
34243.46,691,15000,3,1
141982.75,523,25000,25,1
,767,15000,14,1
51238.51,368,15000,5,1
16885.61,733,25000,31,1
16764.44,743,20000,4,1
43287.94,607,25000,5,0
39628.85,777,5000,2,1
25122.68,644,25000,28,1
39521.09,656,20000,18,1
94200.07,684,25000,9,1
55118.54,850,20000,6,1
18313.52,784,5000,0,1
33965.3,720,10000,0,1
22404.57,559,20000,16,1
28778.39,664,20000,21,1
28334.36,569,20000,35,1
27266.46,732,5000,13,0
17101.45,664,15000,5,1
33637.85,538,20000,29,0
25942.44,658,5000,32,0
6262.48,565,10000,19,1
124465.42,665,20000,15,0
69791.1,564,15000,3,1
28975.9,653,5000,33,0
36727.88,725,10000,0,0
17979.86,645,15000,12,1
100451.84,611,10000,7,0
113365.59,670,15000,21,0
39895.4,720,25000,3,1
67112.02,539,25000,33,1
40342.96,676,25000,36,1
16284.43,782,10000,22,1
28364.85,707,25000,19,1
39306.96,656,5000,23,0
27646.97,714,5000,26,1
31850.49,695,25000,12,1
34377.59,725,15000,4,1
34595.29,448,15000,15,0
37472.22,495,10000,37,0
19218.66,750,15000,28,1
23618.61,499,20000,25,1
16801.94,690,15000,21,1
65296.21,615,5000,23,0
10266.2,550,15000,12,1
72558.92,685,10000,20,0
83433.87,670,15000,0,0
30293.6,850,10000,3,1
7616.85,588,20000,2,1
29237.68,794,25000,22,1
34943.56,685,20000,15,1
19804.04,584,5000,12,1
26658.65,730,20000,38,1
90954.72,707,20000,30,0
54119.85,654,5000,23,0
20853.18,677,5000,14,1
13924.99,590,25000,4,1
29845.51,567,25000,21,1
31949.95,726,15000,21,1
48909.14,628,10000,10,0
26339.1,642,5000,23,0
49360.2,678,20000,9,1
115970.65,677,20000,33,0
59236.94,507,25000,10,1
35282.66,779,10000,28,1
32536.24,662,5000,21,0
29319.15,630,25000,32,1
73746.19,693,10000,7,1
24924.63,674,5000,31,0
37314.36,727,20000,39,0
37448.38,704,20000,22,1
26874.4,722,25000,4,1
15938.94,785,10000,30,0
44081.03,738,20000,28,1
35010.3,634,10000,5,1
49027.87,538,25000,24,0
26366.24,817,15000,24,1
75545.68,626,10000,30,0
21459.78,603,10000,13,0
101440.14,476,25000,16,1
12726.2,684,15000,15,1
47139.29,665,20000,27,1
48303.46,498,5000,8,1
22531.41,695,25000,1,1
46846.72,600,5000,3,0
78253.69,850,15000,19,1
9603.75,593,15000,35,1
49101.6,606,10000,36,0
8135.87,563,5000,5,1
20345.22,778,5000,0,1
96519.45,613,15000,2,1
25614.93,578,5000,36,0
17955.86,721,20000,2,1
32248.84,512,15000,32,0
125585.72,713,10000,14,1
12100.36,828,10000,3,1
19326.14,707,10000,14,0
89184.19,714,5000,6,1
110704.68,737,15000,3,1
34130.31,821,10000,2,0
17267.28,771,15000,22,1
127708.56,694,5000,13,0
94529.33,740,20000,5,0
54577.02,561,20000,32,1
22304.83,728,20000,8,1
35262.75,549,5000,11,1
32984.2,613,10000,34,0
44289.85,342,5000,30,0
86733.97,690,15000,2,0
61552.78,586,20000,35,1
19026.24,761,15000,12,1
82942.08,689,5000,12,1
43821.48,762,25000,33,1
54843.53,542,25000,20,1
87546.43,754,5000,33,0
18639.75,850,10000,27,0
35543.22,726,15000,34,1
26400.21,729,5000,13,0
14175.7,667,5000,17,1
44713.29,598,25000,18,0
163887.24,726,20000,18,1
12039.56,499,20000,32,1
35618.9,608,10000,34,0
53333.81,473,10000,19,0
39098.79,580,10000,28,0
33932.32,714,25000,7,1
16655.07,701,5000,24,1
41759.07,655,10000,16,1
23062.0,667,25000,0,1
9759.99,461,15000,37,1
74366.09,613,5000,29,0
64539.42,582,15000,27,0
37458.79,584,20000,32,1
41666.17,710,20000,12,1
69188.56,564,5000,23,1
41547.96,590,10000,36,1
62468.05,441,5000,21,0
30379.12,621,10000,12,1
79792.93,541,20000,39,0
44023.17,658,5000,11,0
40799.75,555,5000,6,1
16948.99,660,10000,35,0
43138.6,636,20000,28,1
22044.69,817,20000,28,0
24761.13,700,10000,25,1
22265.08,466,10000,26,1
19153.85,524,10000,23,1
129944.52,656,20000,30,1
80724.99,557,20000,6,1
114946.32,353,5000,16,1
17435.49,785,20000,32,1
37901.74,722,15000,33,1
16712.22,702,15000,17,1
23922.7,589,10000,4,1
20933.87,693,10000,0,1
76400.95,580,10000,6,0
28631.48,670,5000,33,0
68942.47,558,15000,2,1
52180.94,802,15000,35,0
144666.05,493,20000,34,0
14948.01,773,15000,11,1
77307.01,654,20000,14,1
72248.33,601,5000,3,1
20251.27,667,10000,32,0
66454.98,723,10000,15,0
44430.75,787,20000,28,1
31682.33,681,25000,5,1
22151.02,561,20000,36,1
23588.97,656,5000,22,0
124229.66,832,15000,12,0
36330.38,785,20000,0,1
58062.66,741,5000,11,0
22594.47,730,10000,26,1
22744.72,720,25000,24,1
69507.57,766,25000,21,0
16159.35,604,20000,33,1
28307.21,514,15000,17,1
37064.56,657,20000,15,1
38825.15,568,25000,28,1
32615.54,544,25000,29,1
46050.41,578,10000,29,0
55034.39,850,15000,19,1
56431.49,664,15000,21,0
20100.86,686,25000,33,1
30623.01,528,25000,3,1
74373.7,466,20000,30,0
62117.83,568,20000,13,1
15935.18,794,10000,7,1
44841.44,683,25000,36,1
11081.86,710,20000,4,1
37352.72,724,10000,7,0
113398.13,591,15000,10,1
20563.32,789,25000,28,1
22013.39,587,5000,20,0
57435.5,791,25000,38,1
14390.44,694,20000,12,1
24843.39,471,25000,18,1
51941.05,575,5000,2,0
24820.58,472,25000,33,1
31521.28,766,20000,37,1
56755.7,648,15000,18,0
46766.74,427,20000,31,0
42620.52,688,10000,35,1
29629.53,596,20000,38,1
45344.16,502,10000,13,1
33717.1,818,25000,6,0
47795.34,661,10000,19,0
26952.75,621,25000,31,1
32547.59,610,10000,30,1
20050.82,499,20000,21,1
35560.67,520,5000,4,1
22323.6,778,25000,30,1
18612.19,603,10000,14,1
42412.43,652,5000,16,0
41259.8,446,10000,36,0
58088.57,518,10000,18,0
28038.24,711,10000,9,1
46389.65,688,20000,33,1
50537.89,825,10000,24,0
47423.08,784,5000,36,0
22128.19,627,10000,27,0
39720.32,697,15000,14,1
45183.36,618,25000,19,1
36472.25,850,20000,12,1
10384.96,765,15000,19,1
39986.36,667,15000,30,1
136970.19,670,5000,17,0
29259.99,794,5000,27,0
23462.38,708,20000,3,1
45433.69,806,20000,23,0
43801.66,431,25000,8,0
74283.27,696,10000,31,0
17073.44,598,20000,31,1
56321.3,826,20000,38,0
51753.81,805,10000,20,1
33346.63,653,25000,38,1
44498.57,804,5000,26,0
67351.1,828,25000,35,0
61291.06,657,10000,7,0
18291.44,850,5000,18,0
59402.7,647,5000,28,1
34932.99,629,5000,18,0
37938.6,737,25000,4,1
37945.96,615,10000,21,0
33185.03,659,25000,34,0
74237.49,791,25000,9,0
34536.4,652,15000,14,0
18550.88,480,20000,1,1
28677.9,687,25000,21,1
40425.53,580,15000,34,0
75927.09,737,10000,38,0
52148.82,720,15000,18,0
21800.3,797,25000,11,1
161314.95,741,10000,33,0
42568.3,759,15000,19,1
78060.11,583,25000,6,1
33155.75,730,10000,23,0
50011.86,847,10000,2,1
60094.95,581,20000,5,1
75426.72,830,25000,32,1
68488.49,595,20000,33,1
61286.7,565,10000,32,0
30059.92,680,10000,28,0
25769.64,722,15000,22,1
44336.54,741,20000,3,1
63568.72,554,5000,4,0
31772.85,693,25000,33,1
68809.92,581,20000,15,0
86818.07,501,10000,39,0
20956.57,557,15000,2,1
21979.11,575,25000,13,1
33382.1,702,25000,32,1
43676.59,765,15000,27,0
26509.54,503,10000,14,1
81741.87,685,5000,3,0
46837.53,532,15000,19,0
37185.28,713,5000,24,0
15343.61,588,20000,34,1
16490.02,545,25000,38,1
42984.96,730,10000,21,1
10101.53,591,5000,34,0
66674.81,618,10000,27,1
33027.89,428,20000,9,1
254194.7,745,5000,15,0
145037.81,732,10000,22,0
32569.47,651,10000,18,0
34070.86,497,20000,0,1
65995.97,771,15000,0,1
100901.85,583,20000,25,1
13591.26,605,5000,33,0
12433.81,850,5000,1,1
25003.7,580,25000,27,1
51515.73,724,10000,19,1
48928.93,706,5000,26,1
69000.08,689,15000,27,0
17679.86,678,15000,30,1
9048.13,688,20000,6,1
,677,5000,7,1
22094.46,645,5000,31,0
10817.36,801,25000,10,1
39617.98,519,25000,25,1
58448.74,752,25000,24,1
33751.01,732,5000,6,0
27592.27,720,20000,19,1
33003.95,762,20000,29,1
29075.48,641,20000,0,1
16174.19,463,20000,17,1
23651.73,643,15000,7,1
49650.71,551,5000,28,0
44046.76,577,10000,39,0
40168.4,526,5000,21,0
19988.47,602,20000,31,1
32568.41,590,15000,39,0
9835.57,412,15000,13,1
40420.24,720,5000,1,0
85589.22,850,10000,34,1
14995.73,711,20000,6,1
25551.3,630,15000,2,1
44243.51,645,20000,14,0
77011.16,608,20000,33,1
27752.06,659,20000,21,1
23972.19,646,25000,17,1
11143.88,566,20000,17,1
38640.76,818,20000,33,0
123654.37,501,10000,35,0
42890.9,722,10000,38,1
35833.29,640,25000,37,1
44057.43,840,25000,36,1
36074.62,684,20000,17,1
22296.64,614,15000,39,1
59514.06,625,15000,28,0
41583.42,654,5000,11,0
36701.32,536,15000,17,1
20227.14,573,15000,30,1
79388.18,472,10000,14,1
54112.56,558,5000,39,0
26062.36,659,5000,29,1
66243.65,680,10000,35,0
26942.43,452,15000,27,1
22715.39,636,15000,14,1
23021.37,706,5000,32,1
12548.53,634,15000,1,1
48190.9,587,5000,7,0
12104.26,609,15000,32,1
17377.54,596,20000,34,1
10453.03,586,10000,17,1
34487.71,667,25000,25,1
33183.49,850,20000,20,1
29851.26,576,15000,27,1
19427.67,618,25000,19,1
17973.61,645,20000,19,0
47983.95,581,10000,3,0
26099.43,760,25000,35,0
43906.38,413,25000,33,1
21350.93,597,10000,12,1
40483.01,732,20000,30,1
79377.23,621,25000,38,0
51621.81,568,10000,6,1
28354.8,694,20000,16,1
42375.23,741,15000,11,1
31432.6,671,5000,29,1
36487.61,570,15000,33,1
29870.7,696,15000,21,1
32905.62,610,5000,20,0
41243.8,725,15000,8,1
20009.95,798,15000,11,1
19741.39,389,10000,16,1
15785.93,661,10000,15,1
13902.69,476,20000,4,1
17494.3,850,25000,18,1
39961.73,603,20000,27,1
21254.58,725,10000,16,0
49422.88,646,10000,21,1
37079.82,570,5000,34,0
11146.69,558,5000,14,1
53797.67,809,10000,18,0
59070.04,746,15000,25,0
20003.9,844,20000,34,1
46728.75,656,10000,22,0
21722.44,679,10000,9,1
38507.27,623,5000,21,1
17005.65,621,20000,10,1
12383.7,546,20000,25,1
28862.82,658,25000,0,1
33717.18,571,10000,35,0
28606.58,694,25000,20,1
17846.84,667,5000,7,0
28568.52,679,25000,19,1
42683.89,818,15000,16,0
35350.37,646,10000,14,1
40517.96,726,10000,20,1
24292.69,850,20000,0,1
73352.42,781,25000,2,1
17931.17,765,20000,30,1
48656.28,619,25000,30,1
73801.52,673,25000,20,0
48462.46,518,5000,22,1
32160.22,700,25000,16,1
26450.27,677,20000,21,0
67619.56,652,25000,21,1
15463.15,753,25000,35,1
20290.85,529,10000,7,0
28608.68,813,10000,7,1
76312.52,740,10000,13,1
45609.01,643,15000,37,0
20316.17,635,10000,23,0
30146.24,698,15000,21,0
25119.66,802,15000,14,1
23721.25,660,20000,19,1
65338.3,664,10000,26,1
15945.85,652,25000,27,1
95346.08,828,5000,21,0
59691.08,613,25000,30,0
69878.76,647,10000,8,1
27508.11,796,25000,22,0
33191.05,665,10000,4,1
15369.02,764,10000,38,1
26508.02,559,25000,16,1
48834.53,629,15000,39,0
79034.35,798,20000,4,1
18689.29,582,20000,6,1
29164.18,635,20000,7,1
33164.01,676,20000,6,1
15717.44,551,5000,21,1
51782.6,609,10000,37,0
23519.99,661,5000,20,0
32298.17,655,20000,3,1
27690.1,778,20000,31,1
22615.64,804,25000,28,1
36162.32,564,20000,29,1
31908.71,661,10000,2,1
29053.24,717,20000,4,1
23456.97,802,20000,18,1
43989.88,722,5000,7,0
97945.88,679,10000,36,0
39495.12,717,15000,30,0
66017.22,717,25000,26,1
15770.03,557,15000,12,1
39920.96,669,5000,5,0
18799.38,796,20000,0,1
14970.62,629,25000,29,1
23303.93,663,10000,10,1
74246.03,626,25000,30,0
64216.12,419,5000,15,0
42015.88,652,20000,14,1
14477.92,680,5000,4,0
32280.92,599,10000,14,0
43521.92,535,15000,0,1
40348.99,562,20000,14,1
12012.75,726,20000,35,1
21286.09,847,5000,38,0
34945.79,788,5000,7,1
50099.91,516,5000,21,0
9723.72,735,20000,26,1
32949.31,584,5000,33,0
39570.11,592,25000,29,1
60461.81,604,25000,11,0
55034.45,721,25000,1,1
51510.59,746,20000,37,0
22472.23,640,5000,21,0
11558.76,642,10000,16,1
28686.11,696,5000,34,0
66235.98,707,20000,22,1
83790.32,768,25000,28,1
55621.74,522,20000,28,1
46985.98,652,5000,18,0
45605.51,543,20000,16,1
26012.4,645,10000,7,1
33589.33,627,20000,6,1
98858.19,645,15000,10,0
20629.25,570,20000,2,1
95689.83,501,5000,1,1
29934.98,441,15000,18,1
80439.39,637,25000,27,0
15613.81,607,5000,27,1
51613.71,582,10000,24,1
23340.33,782,20000,10,1
15534.83,564,20000,39,1
41403.49,792,5000,1,1
66548.29,812,20000,11,1
21873.59,455,20000,37,1
14773.5,659,25000,11,1
34368.41,610,20000,24,1
34459.46,359,20000,36,1
50462.8,506,25000,30,1
64199.89,727,20000,16,1
35043.69,850,25000,11,1
110558.71,740,10000,29,0
41545.35,682,20000,1,1
29499.96,648,5000,15,0
13808.78,818,15000,0,1
31020.52,850,10000,33,0
29678.19,591,20000,0,1
64613.77,450,5000,35,0
47929.68,440,15000,2,1
17896.82,782,25000,33,1
40269.62,645,20000,11,1
54334.72,668,25000,26,0
90836.71,471,10000,36,0
61852.16,575,15000,24,1
57325.91,620,15000,11,1
37648.62,671,25000,32,1
45843.43,610,25000,8,0
76857.09,546,10000,0,1
16323.05,572,5000,22,0
29446.68,771,20000,27,1
22844.34,674,5000,2,0
45592.2,711,15000,37,1
75973.0,560,20000,35,1
25382.5,355,10000,4,1
8654.35,598,5000,28,0
28358.09,563,5000,12,0
62823.48,685,20000,3,1
50140.18,850,10000,5,1
46953.44,720,10000,37,0
30699.57,850,5000,5,0
16858.02,707,5000,10,0
49472.72,587,25000,26,0
22013.93,685,20000,34,1
134653.22,828,10000,39,0
51139.08,833,15000,3,1
25632.36,592,20000,26,1
25163.98,675,25000,15,1
34345.75,507,20000,17,1
31454.55,732,5000,6,1
70976.23,805,20000,10,1
40613.25,654,20000,7,0
23412.4,583,20000,5,1
112900.75,686,15000,4,0
37405.95,692,25000,5,1
57601.5,658,20000,37,0
25211.72,668,20000,1,1
45155.59,633,15000,30,0
43768.34,750,10000,38,0
11686.74,724,20000,31,1
121681.84,552,20000,8,0
78777.81,549,10000,14,1
28614.9,625,20000,20,1
18744.17,724,20000,27,1
44736.14,665,20000,26,1
38254.58,586,25000,4,1
44954.29,676,5000,16,1
40739.22,617,25000,36,1
49204.71,738,10000,23,1
86541.85,683,25000,30,0
51065.37,618,25000,34,1
19345.34,673,15000,3,1
82251.57,782,10000,19,0
97184.72,593,10000,16,0
240682.53,690,10000,9,1
18506.99,643,25000,36,1
42012.78,693,10000,20,0
10412.28,585,15000,20,1
50609.24,661,20000,15,1
26136.28,761,25000,32,1
115158.82,556,20000,9,1
22816.31,517,20000,17,1
13180.45,521,25000,32,1
27371.07,533,25000,28,1
11100.08,710,10000,30,1
56991.63,509,15000,23,0
10519.12,620,25000,11,1
36940.9,712,20000,19,1
10439.09,692,25000,5,1
29966.08,611,15000,7,1
97346.0,669,5000,13,0
45088.78,661,20000,4,0
21631.46,628,5000,35,0
35641.93,629,5000,37,0
36710.21,850,15000,2,1
48222.37,731,25000,35,1
15992.66,850,5000,21,0
51820.46,600,10000,7,1
7167.88,642,25000,13,1
24886.21,517,20000,6,1
27093.14,569,25000,3,1
53103.39,840,15000,18,0
36811.98,598,15000,23,1
15625.54,842,20000,15,1
20110.64,526,20000,5,1
40913.2,545,20000,7,1
34632.91,616,15000,24,1
25655.82,644,25000,31,1
27214.35,742,5000,24,1
55143.87,695,5000,9,1
26619.1,608,10000,16,1
34445.9,637,15000,2,1
133514.04,618,20000,8,1
15456.59,559,25000,17,1
11954.87,561,15000,29,1
58113.53,753,10000,4,1
24168.71,467,5000,31,0
30003.14,812,25000,26,1
22726.94,616,5000,20,1
31073.79,573,25000,23,0
94761.92,724,20000,37,0
58763.55,799,25000,2,1
60921.05,762,20000,15,0
15525.88,700,15000,14,1
18202.38,759,5000,24,1
6611.41,478,25000,7,1
22345.3,598,25000,3,1
64474.3,559,10000,31,0
49521.78,772,5000,34,0
31795.88,612,15000,29,0
35832.83,735,20000,38,0
24020.64,704,15000,29,1
41062.7,564,10000,16,1
57499.24,591,15000,18,0
13773.03,779,20000,30,1
43468.36,572,5000,16,0
63542.29,662,10000,1,0
28309.14,572,25000,36,1
55294.04,619,25000,28,0
196573.69,645,5000,29,0
34111.65,572,15000,21,1
45981.03,554,25000,37,0
23322.31,679,10000,10,0
40487.59,566,20000,32,1
47866.11,569,15000,18,1
40819.1,556,20000,2,0
19696.24,642,15000,39,1
41102.21,744,10000,21,0
87318.49,801,20000,17,0
47533.09,577,10000,29,0
64679.03,850,20000,0,1
31501.57,550,15000,19,1
56950.64,758,10000,4,0
42940.07,578,15000,11,1
20526.12,563,15000,10,1
43963.39,576,20000,23,0
20029.91,645,20000,17,1
24841.52,708,10000,7,1
40684.28,717,25000,28,1
,556,5000,21,1
17791.22,551,20000,1,1
68349.63,558,15000,22,0
51185.1,639,5000,15,0
23793.39,629,10000,7,1
14435.55,555,5000,3,1
33291.5,677,5000,13,0
27790.06,850,25000,8,1
38866.36,600,25000,10,1
29206.02,607,5000,37,0
10889.19,706,25000,15,1
28767.22,594,25000,12,1
30231.16,717,5000,35,0
53114.04,578,20000,35,1
23886.77,833,25000,16,1
99429.57,684,5000,13,0
,588,20000,28,1
79753.87,591,25000,16,1
31742.4,599,5000,0,1
60824.68,787,25000,19,0
38096.62,523,20000,32,1
71950.48,583,5000,1,1
28784.23,594,20000,16,1
18785.26,648,15000,22,1
85161.32,623,10000,21,1
33925.14,501,15000,0,1
41478.69,610,25000,11,1
76179.76,640,20000,12,1
19551.88,587,5000,13,1
51911.44,719,20000,9,0
25490.55,742,25000,11,1
33546.85,642,5000,21,0
37925.06,673,15000,17,0
14762.82,434,20000,38,1
22758.59,608,10000,18,0
81686.48,750,25000,29,1
61803.47,608,25000,14,1
34975.96,576,20000,38,0
42018.87,850,15000,13,0
30438.22,832,15000,8,1
81957.0,697,10000,4,0
32202.15,764,10000,32,0
41735.41,427,20000,4,1
72230.53,571,5000,23,0
22778.61,603,15000,7,1
92528.64,626,5000,18,1
14497.38,601,5000,11,1
96547.01,395,20000,7,0
29038.99,689,10000,7,0
31394.27,704,5000,37,0
11684.21,810,20000,19,1
27642.87,571,10000,28,0
19459.99,563,5000,33,1
25220.49,382,5000,17,0
33443.52,621,10000,0,0
64516.42,740,10000,10,1
41132.84,589,25000,34,1
43678.27,850,25000,31,1
18820.24,624,20000,15,1
21408.59,665,20000,5,1
106855.74,514,15000,8,1
23362.31,679,25000,39,1
98098.26,452,10000,21,0
31387.45,719,25000,7,1
36365.39,722,20000,31,0
69024.66,786,20000,25,1
77896.43,548,20000,17,0
33979.49,666,10000,36,1
28769.01,706,5000,11,0
35117.25,694,20000,37,0
44479.09,563,25000,33,0
61993.34,411,5000,3,1
36407.79,685,25000,15,1
52645.28,635,20000,23,0
97053.32,593,10000,13,0
45651.23,726,5000,16,0
43782.6,646,5000,30,1
14598.2,518,20000,3,1
7491.78,457,20000,33,1
45845.18,537,20000,37,0
34307.03,850,15000,37,0
26665.62,722,10000,2,1
42029.13,669,10000,7,1
35022.91,632,20000,11,0
71443.92,625,15000,34,0
38241.11,767,20000,1,1
23198.57,601,20000,28,1
65781.88,708,10000,22,0
31879.59,615,15000,32,1
49807.56,844,10000,17,0
27270.3,724,20000,39,1
24590.21,775,25000,21,1
38196.57,592,5000,13,0
36596.11,756,20000,28,0
48431.04,619,15000,14,1
30909.3,661,25000,14,1
12066.45,814,15000,3,1
28010.53,546,20000,35,0
58471.29,670,20000,4,0
30381.05,694,5000,2,0
31324.94,702,15000,11,1
65632.48,605,25000,19,1
23690.18,850,5000,19,1
14390.42,521,15000,38,0
32978.84,796,20000,38,1
27159.87,772,5000,0,0
20338.12,840,20000,2,1
32688.31,491,10000,8,0
48771.6,563,10000,19,0
36113.67,799,5000,8,0
43660.04,462,5000,30,0
107801.26,489,15000,27,0
29562.82,601,25000,34,1
42916.39,669,25000,39,1
26754.88,809,10000,37,0
21854.98,631,10000,1,0
25566.94,589,10000,2,1
27248.26,681,20000,13,1
45057.08,697,25000,16,0
148664.22,694,5000,34,0
23632.4,632,10000,3,1
28283.24,454,15000,29,1
34965.82,558,5000,38,1
46049.83,792,5000,13,0
42537.04,669,5000,26,1
78468.89,618,25000,12,1
